-4.069899999999999629e+00,-1.016370000000000040e+01,-1.390039999999999942e+01,5.916000000000000147e-01,-3.173099999999999810e+00,-1.464999999999999913e-01
-2.252680000000000149e+01,-1.054170000000000051e+01,-1.480139999999999922e+01,3.053999999999999826e+00,1.428600000000000092e+00,-8.039999999999999925e-02
-2.520880000000000010e+01,-1.196790000000000020e+01,-1.237710000000000043e+01,-5.944700000000000095e+00,1.222499999999999920e+00,5.260000000000000092e-02
-1.415479999999999983e+01,-1.155330000000000013e+01,-1.405429999999999957e+01,8.389999999999999680e-01,-2.088600000000000012e+00,-3.960000000000000325e-02
-5.424000000000000377e+00,-1.333319999999999972e+01,-1.368759999999999977e+01,6.679999999999999827e-02,-1.769099999999999895e+00,-1.396999999999999909e-01
-1.538339999999999996e+01,-1.048869999999999969e+01,-1.323140000000000072e+01,8.519999999999999796e-02,5.717600000000000016e+00,-1.770000000000000046e-02
-1.932090000000000174e+01,-1.031310000000000038e+01,-1.367839999999999989e+01,-7.862000000000000099e-01,-5.580000000000000515e-01,1.545999999999999874e-01
-2.430679999999999907e+01,-1.085270000000000046e+01,-1.431370000000000076e+01,5.833000000000000185e+00,-2.419999999999999929e-02,-8.419999999999999707e-02
-4.072799999999999976e+00,-1.302749999999999986e+01,-1.404400000000000048e+01,-4.223999999999999977e-01,-9.273600000000000065e+00,-3.749999999999999861e-02
-7.243599999999999817e+00,-1.138979999999999926e+01,-1.349419999999999931e+01,4.428799999999999848e+00,-4.345600000000000129e+00,1.068999999999999950e-01
-1.490210000000000079e+01,-1.080030000000000001e+01,-1.270850000000000080e+01,-2.230300000000000171e+00,-3.598500000000000032e+00,-1.647000000000000131e-01
-1.003940000000000055e+01,-1.284399999999999942e+01,-1.453159999999999918e+01,-3.616299999999999848e+00,3.906999999999999917e-01,4.390000000000000152e-02
-1.555310000000000059e+01,-1.083929999999999971e+01,-1.418890000000000029e+01,-4.735100000000000087e+00,3.258799999999999919e+00,1.359999999999999924e-02
-1.290049999999999919e+01,-1.273329999999999984e+01,-1.381600000000000072e+01,-1.605599999999999916e+00,3.992100000000000204e+00,-8.480000000000000038e-02
-2.867030000000000101e+01,-1.064429999999999943e+01,-1.424680000000000035e+01,9.679999999999999716e-01,-3.534800000000000164e+00,1.030000000000000013e-02
-1.756670000000000087e+01,-1.032740000000000080e+01,-1.405429999999999957e+01,3.651699999999999946e+00,-8.474000000000000421e-01,8.980000000000000482e-02
-1.420209999999999972e+01,-1.175999999999999979e+01,-1.344170000000000087e+01,-2.824899999999999967e+00,9.627399999999999736e+00,4.449999999999999789e-02
-1.659240000000000137e+01,-1.082080000000000020e+01,-1.346410000000000018e+01,1.360899999999999999e+00,2.483099999999999863e+00,4.320000000000000229e-02
4.962799999999999656e+00,-1.093790000000000084e+01,-1.445219999999999949e+01,-5.201000000000000068e-01,-7.705199999999999605e+00,-7.230000000000000315e-02
