-1.662197400000000016e+03,-1.406959999999999944e+01,-1.581189999999999962e+01,-9.517400000000000659e+01,-1.033881999999999977e+02,-7.010100000000000442e+00,1.844999999999999973e-01,-5.017100000000000115e+00,-1.428999999999999992e-01,-1.522934999999999945e+02,-1.972423000000000002e+02,-4.856399999999999828e+00,1.503600000000000048e+00,-4.909299999999999997e+00,-4.873999999999999999e-01
-2.960214000000000283e+02,-1.506070000000000064e+01,-1.572550000000000026e+01,1.884309999999999974e+01,-7.140699999999999825e+00,1.618600000000000039e+00,4.920000000000000068e-02,-1.981600000000000028e+00,-4.269000000000000017e-01,-5.813730000000000331e+01,-6.306210000000000093e+01,-5.101799999999999891e+00,-2.381200000000000205e+00,-1.307199999999999918e+00,1.434900000000000064e+00
-5.151272000000000162e+02,-1.375910000000000011e+01,-1.537219999999999942e+01,-2.711540000000000106e+01,-1.410519999999999996e+01,-7.575899999999999856e+00,-2.807999999999999940e-01,3.744000000000000106e-01,3.941000000000000059e-01,-7.372360000000000468e+01,-8.501900000000000546e+01,-5.103200000000000180e+00,-7.835999999999999632e-01,1.873299999999999965e+00,1.201100000000000056e+00
-9.510660000000000025e+01,-1.749729999999999919e+01,-1.631419999999999959e+01,-2.927000000000000046e+00,-3.117900000000000116e+00,-1.934099999999999930e+00,-6.439999999999999891e-02,-2.510099999999999998e+00,-2.088000000000000134e-01,-1.633820000000000050e+01,-1.619030000000000058e+01,-5.805600000000000094e+00,2.195999999999999897e-01,-5.054999999999999494e-01,-3.514999999999999791e-01
-5.246377999999999702e+02,-1.462139999999999951e+01,-1.565010000000000012e+01,-3.896159999999999712e+01,-7.219509999999999650e+01,-5.583400000000000141e+00,-2.910000000000000087e-02,-5.011400000000000077e+00,-5.601000000000000423e-01,-9.117910000000000537e+01,-1.043431999999999960e+02,-5.088099999999999845e+00,-1.732599999999999918e+00,-2.747399999999999842e+00,6.999999999999999556e-01
-1.854100999999999999e+02,-1.461190000000000033e+01,-1.570889999999999986e+01,7.333000000000000185e+00,6.660700000000000287e+00,-1.265999999999999903e-01,-3.523000000000000020e-01,7.701000000000000068e-01,-2.630000000000000046e-02,-3.453719999999999857e+01,-3.831719999999999970e+01,-5.221499999999999808e+00,3.665999999999999814e-01,1.527999999999999914e-01,4.163000000000000034e-01
-1.511487999999999943e+02,-1.466310000000000002e+01,-1.588199999999999967e+01,-1.020770000000000088e+01,4.201399999999999579e+00,-1.738199999999999967e+00,1.754999999999999893e-01,-4.976999999999999758e-01,-5.203999999999999737e-01,-2.533820000000000050e+01,-2.877189999999999870e+01,-4.961599999999999788e+00,-1.216699999999999893e+00,-2.207999999999999963e-01,4.164999999999999813e-01
-6.593885999999999967e+02,-1.460740000000000016e+01,-1.558779999999999966e+01,-7.630679999999999552e+01,-5.117600000000000193e+01,-9.145500000000000185e+00,5.550000000000000072e-02,-3.430000000000000271e-01,7.870000000000000606e-02,-1.184972000000000065e+02,-1.411641999999999939e+02,-5.118999999999999773e+00,9.364999999999999991e-01,-9.810999999999999721e-01,-2.023899999999999810e+00
-1.207830600000000004e+03,-1.440879999999999939e+01,-1.511529999999999951e+01,1.666469999999999985e+01,5.821580000000000155e+01,5.312000000000000055e-01,1.190000000000000085e-02,5.576500000000000234e+00,-2.903000000000000025e-01,-1.524248000000000047e+02,-1.694901000000000124e+02,-5.032499999999999751e+00,-4.508399999999999963e+00,-1.987600000000000033e+00,-2.384000000000000008e-01
-2.660375000000000227e+02,-1.412059999999999960e+01,-1.583270000000000088e+01,-1.167000000000000037e+00,-2.538639999999999830e+01,-3.896300000000000097e+00,3.582000000000000184e-01,-3.513300000000000090e+00,-4.275999999999999801e-01,-3.873109999999999786e+01,-4.990359999999999729e+01,-4.922299999999999898e+00,-1.165200000000000014e+00,-2.820199999999999818e+00,4.425000000000000044e-01
