2.319600000000000151e+01,7.493999999999999551e-01,3.943999999999999728e-01,3.599099999999999966e+00,3.629999999999999893e+00,1.448700000000000099e+00,-1.578699999999999992e+00,1.832999999999999907e-01,-1.859000000000000097e-01,-9.549999999999999600e-01
8.215420000000000300e+01,1.484000000000000041e-01,6.751000000000000334e-01,7.644999999999999574e-01,-1.081840000000000046e+01,1.582479999999999976e+01,-5.191000000000000059e-01,3.939999999999999752e-02,9.391000000000000458e-01,7.127000000000000002e-01
-4.810800000000000409e+00,1.832400000000000029e+00,4.410000000000000031e-01,-1.785800000000000054e+00,4.270199999999999996e+00,-2.289000000000000146e+00,5.171000000000000041e-01,2.942000000000000171e-01,-2.927000000000000157e-01,9.749999999999999778e-01
6.340630000000000166e+01,1.598899999999999988e+00,1.380600000000000049e+00,-6.697400000000000020e+00,9.558400000000000674e+00,1.327020000000000088e+01,3.020700000000000163e+00,2.003999999999999948e-01,4.223999999999999977e-01,1.734199999999999964e+00
4.297000000000000264e-01,3.524599999999999955e+00,-4.978100000000000414e+00,8.309999999999999609e-01,3.104400000000000048e+00,-3.431200000000000028e+00,2.221299999999999830e+00,8.207999999999999741e-01,-1.485899999999999999e+00,-4.989999999999999991e-02
2.417379999999999995e+01,1.616999999999999993e+00,-1.234999999999999987e-01,-2.234199999999999964e+00,7.950700000000000323e+00,4.934800000000000075e+00,4.536299999999999777e+00,7.851000000000000201e-01,-7.174000000000000377e-01,-1.440900000000000070e+00
-9.130300000000000082e+00,6.153999999999999471e-01,9.304000000000000048e-01,-1.205899999999999972e+00,4.264100000000000001e+00,4.253300000000000303e+00,2.440300000000000136e+00,-2.058999999999999997e-01,-5.595999999999999863e-01,-4.098600000000000243e+00
-5.920700000000000074e+00,1.830000000000000029e-02,3.032000000000000250e-01,-1.738199999999999967e+00,-8.241000000000000547e-01,4.949000000000000066e-01,-6.681000000000000272e-01,-6.190999999999999837e-01,1.887999999999999956e-01,1.820999999999999952e+00
1.507920000000000016e+01,7.720000000000000473e-02,2.310000000000000109e-01,1.126700000000000035e+00,3.422499999999999876e+00,3.659199999999999786e+00,-1.596300000000000052e+00,-6.339999999999999802e-02,-2.541999999999999815e-01,1.225600000000000023e+00
-6.579600000000000115e+00,1.124649999999999928e+01,-4.464999999999999858e+00,-1.972499999999999920e+00,3.406499999999999861e+00,-1.505900000000000016e+00,-2.188899999999999846e+00,4.317300000000000360e+00,-1.537800000000000056e+00,7.499999999999999722e-03
