1.085099999999999953e+00,2.818999999999999839e-01,2.908000000000000029e-01
2.762399999999999967e+00,1.035999999999999976e-01,1.782999999999999918e+00
-9.554000000000000270e-01,2.157099999999999795e+00,4.536999999999999922e-01
2.051800000000000068e+00,1.144099999999999895e+00,2.394400000000000084e+00
9.289999999999999647e-02,-1.522999999999999909e-01,2.245000000000000051e-01
2.408399999999999874e+00,2.048299999999999788e+00,-6.066000000000000281e-01
-6.289000000000000146e-01,6.425999999999999490e-01,6.046000000000000263e-01
-1.188600000000000101e+00,-4.359999999999999987e-02,9.080000000000000571e-02
3.491000000000000214e-01,2.257000000000000117e-01,8.160000000000000586e-02
-3.427999999999999936e-01,1.478499999999999925e+00,-5.654000000000000137e-01
4.143999999999999906e-01,5.000000000000000000e-01,3.506299999999999972e+00
-5.229999999999999927e-02,3.260000000000000120e-01,3.200000000000000067e-02
-9.091000000000000192e-01,5.288000000000000478e-01,2.222999999999999865e+00
4.868999999999999995e-01,2.324399999999999800e+00,8.739999999999999991e-01
1.330200000000000049e+00,7.200999999999999623e-01,2.236800000000000122e+00
-7.805999999999999606e-01,-1.072300000000000031e+00,3.039999999999999994e-02
-2.070399999999999796e+00,-1.920000000000000040e-01,-2.700000000000000143e-03
-1.408600000000000074e+00,9.957000000000000295e-01,1.250099999999999989e+00
1.257400000000000073e+00,1.525700000000000056e+00,2.664899999999999824e+00
2.348000000000000087e-01,2.723199999999999843e+00,3.135000000000000009e-01
-4.435999999999999943e-01,1.439100000000000046e+00,3.470000000000000168e-02
-5.273999999999999799e-01,1.974199999999999955e+00,2.553799999999999848e+00
-7.291999999999999593e-01,1.378300000000000081e+00,-1.738999999999999990e-01
-8.393000000000000460e-01,-7.832999999999999963e-01,1.506399999999999961e+00
-1.585199999999999942e+00,4.194999999999999840e-01,3.687000000000000277e-01
1.418000000000000094e-01,1.500499999999999945e+00,-1.145999999999999935e-01
-1.027099999999999902e+00,-9.559999999999999609e-01,1.365699999999999914e+00
-2.371100000000000207e+00,1.251300000000000079e+00,-7.625999999999999446e-01
2.282000000000000028e+00,1.534399999999999986e+00,1.790499999999999980e+00
1.673499999999999988e+00,1.417699999999999960e+00,2.384500000000000064e+00
-1.057000000000000023e-01,1.446499999999999897e+00,6.195000000000000506e-01
2.229800000000000004e+00,1.262899999999999912e+00,1.236599999999999921e+00
-5.949999999999999734e-01,1.751200000000000090e+00,2.513599999999999834e+00
-2.141799999999999926e+00,1.508299999999999974e+00,1.711600000000000010e+00
2.476300000000000168e+00,2.680699999999999861e+00,3.373999999999999777e-01
1.700000000000000122e-01,2.505100000000000104e+00,2.502299999999999969e+00
-2.984999999999999876e+00,1.237999999999999989e+00,1.614100000000000090e+00
-3.227999999999999758e-01,1.394200000000000106e+00,6.042999999999999483e-01
8.761999999999999789e-01,-7.723999999999999755e-01,2.895799999999999930e+00
-4.633999999999999786e-01,2.052500000000000213e+00,1.987800000000000011e+00
1.292599999999999971e+00,8.322000000000000508e-01,9.639999999999999958e-02
-6.733999999999999986e-01,-7.390999999999999792e-01,-2.267000000000000126e-01
1.780599999999999961e+00,-9.120000000000000329e-01,1.728900000000000103e+00
6.916999999999999815e-01,1.258000000000000007e+00,2.233600000000000030e+00
1.708700000000000108e+00,9.368999999999999551e-01,2.321000000000000008e-01
6.741000000000000325e-01,1.580200000000000049e+00,-5.873000000000000442e-01
3.178000000000000269e-01,2.663199999999999790e+00,1.533300000000000107e+00
-1.218199999999999950e+00,8.027999999999999581e-01,1.829499999999999904e+00
-9.532000000000000473e-01,1.642400000000000082e+00,1.619899999999999896e+00
9.977000000000000313e-01,1.974099999999999966e+00,2.225800000000000001e+00
1.646200000000000108e+00,8.338999999999999746e-01,1.136900000000000022e+00
3.401000000000000134e-01,3.229900000000000215e+00,9.824000000000000510e-01
2.295999999999999819e+00,1.210700000000000109e+00,2.084999999999999964e+00
-2.177099999999999813e+00,5.685000000000000053e-01,8.449999999999999734e-01
1.607499999999999929e+00,-5.058000000000000274e-01,1.949600000000000000e+00
-7.851000000000000201e-01,3.054399999999999782e+00,4.243999999999999995e-01
1.753600000000000048e+00,1.493200000000000083e+00,2.411900000000000155e+00
-3.899999999999999821e-03,2.462999999999999912e-01,-1.132200000000000095e+00
6.514999999999999680e-01,-5.149000000000000243e-01,5.081999999999999851e-01
-5.469000000000000528e-01,1.792000000000000037e+00,3.040700000000000180e+00
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00
-2.305999999999999994e-01,7.010999999999999455e-01,1.000000000000000021e-03
8.801999999999999824e-01,-9.824000000000000510e-01,7.349999999999999589e-02
1.461799999999999988e+00,2.065799999999999859e+00,1.738099999999999978e+00
7.740000000000000213e-01,6.404999999999999583e-01,3.161099999999999799e+00
-2.479299999999999837e+00,-3.700000000000000164e-03,5.151999999999999913e-01
-1.051900000000000057e+00,8.622999999999999554e-01,1.507500000000000062e+00
5.262999999999999901e-01,8.991999999999999993e-01,1.629000000000000004e+00
-2.180999999999999883e-01,1.358300000000000063e+00,8.114000000000000101e-01
-1.695100000000000051e+00,2.515099999999999891e+00,-1.736000000000000043e-01
1.096100000000000074e+00,2.861000000000000210e-01,2.530100000000000016e+00
1.905999999999999917e+00,1.319499999999999895e+00,-3.574999999999999845e-01
1.441599999999999993e+00,1.432600000000000096e+00,9.438999999999999613e-01
-2.023000000000000131e+00,2.186100000000000154e+00,1.934199999999999919e+00
1.272399999999999975e+00,-5.068000000000000282e-01,1.397199999999999998e+00
1.773300000000000098e+00,2.545000000000000040e-01,8.614000000000000545e-01
-1.370100000000000096e+00,-1.681999999999999884e-01,9.918000000000000149e-01
2.153300000000000214e+00,1.658500000000000085e+00,1.153299999999999992e+00
1.210800000000000098e+00,2.547299999999999898e+00,2.015699999999999825e+00
-3.778000000000000247e-01,1.868000000000000105e+00,1.918500000000000094e+00
4.744999999999999774e-01,-3.410000000000000253e-01,1.391999999999999904e-01
1.040499999999999980e+00,1.097699999999999898e+00,2.971699999999999786e+00
8.544000000000000483e-01,-1.279600000000000071e+00,1.624700000000000033e+00
1.567399999999999904e+00,8.411999999999999478e-01,1.481800000000000006e+00
9.164999999999999813e-01,7.406000000000000361e-01,7.431999999999999718e-01
2.949999999999999845e-01,1.238599999999999923e+00,7.639999999999999569e-02
