-3.072250000000000014e+01,-1.000050000000000061e+01,-1.355530000000000079e+01,-4.696699999999999875e+00,-9.212600000000000122e+00,-1.064999999999999974e-01
-1.016179999999999950e+01,-1.173429999999999929e+01,-1.390690000000000026e+01,2.838200000000000056e+00,-2.124800000000000022e+00,-1.547000000000000042e-01
-9.831200000000000827e+00,-1.041910000000000025e+01,-1.264520000000000088e+01,-5.038599999999999746e+00,8.305000000000000160e-01,-1.299999999999999940e-02
-1.910979999999999990e+01,-1.204219999999999935e+01,-1.220950000000000024e+01,-2.708899999999999864e+00,-2.385800000000000143e+00,-3.180999999999999939e-01
-1.007879999999999932e+01,-1.145379999999999932e+01,-1.357210000000000072e+01,-5.531600000000000072e+00,-7.871800000000000352e+00,-2.141000000000000125e-01
-1.525629999999999953e+01,-1.204020000000000046e+01,-1.418640000000000079e+01,1.190399999999999903e+00,1.471799999999999997e+00,-1.489999999999999936e-01
-1.221550000000000047e+01,-1.097400000000000020e+01,-1.315980000000000061e+01,-1.446800000000000086e+00,1.333999999999999908e-01,-2.018999999999999961e-01
-8.779700000000000060e+00,-1.163819999999999943e+01,-1.366259999999999941e+01,-8.567399999999999238e+00,-9.630999999999999561e-01,1.290000000000000001e-02
-1.777659999999999840e+01,-1.116150000000000020e+01,-1.266920000000000002e+01,1.161399999999999988e+00,4.251000000000000334e+00,-7.030000000000000138e-02
-1.065569999999999951e+01,-1.037739999999999974e+01,-1.330829999999999913e+01,-2.010600000000000165e+00,-5.965200000000000280e+00,-1.524999999999999967e-01
-1.807710000000000150e+01,-9.989599999999999369e+00,-1.305059999999999931e+01,-1.711000000000000076e+00,3.101100000000000190e+00,7.259999999999999787e-02
-1.695980000000000132e+01,-1.025689999999999991e+01,-1.376399999999999935e+01,-1.990299999999999958e+00,-2.963099999999999845e+00,-2.632999999999999785e-01
-1.177159999999999940e+01,-1.092859999999999943e+01,-1.229720000000000013e+01,-4.576000000000000068e-01,-5.168099999999999916e+00,-3.740000000000000269e-02
-1.981009999999999849e+01,-9.856600000000000250e+00,-1.330840000000000067e+01,5.708999999999999631e-01,1.968599999999999905e+00,-1.323999999999999899e-01
4.514000000000000234e+00,-9.629799999999999471e+00,-1.438460000000000072e+01,8.074999999999999956e-01,-4.513899999999999579e+00,-9.339999999999999691e-02
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00
