-7.081482999999999493e+02,-1.385040000000000049e+01,-1.577529999999999966e+01,-3.018140000000000001e+01,-2.785790000000000077e+01,6.614999999999999769e-01,2.494999999999999996e-01,-2.714900000000000091e+00,-4.636000000000000121e-01,-1.213353000000000037e+02,-1.643009999999999877e+02,-4.947700000000000209e+00,-2.249200000000000088e+00,-2.024399999999999977e+00,1.563099999999999934e+00
-3.385681000000000154e+02,-1.427210000000000001e+01,-1.557089999999999996e+01,1.822360000000000113e+01,6.403900000000000148e+00,3.127099999999999991e+00,-1.069999999999999944e-02,6.929999999999999494e-01,4.440000000000000197e-02,-4.331770000000000209e+01,-5.482529999999999859e+01,-5.069600000000000328e+00,1.225800000000000001e+00,9.307999999999999607e-01,9.988000000000000211e-01
-5.794890000000000327e+02,-1.484650000000000070e+01,-1.473249999999999993e+01,-3.520080000000000098e+01,3.278099999999999792e+00,-5.626900000000000013e+00,-1.009000000000000036e-01,1.124500000000000055e+00,2.363000000000000100e-01,-7.131619999999999493e+01,-7.487590000000000146e+01,-4.973300000000000054e+00,4.420000000000000318e-02,1.008000000000000007e-01,-2.274500000000000188e+00
-1.298060999999999865e+02,-1.469580000000000020e+01,-1.556109999999999971e+01,6.798799999999999955e+00,-4.393200000000000216e+00,6.754999999999999893e-01,-2.615999999999999992e-01,-1.159000000000000030e+00,2.154999999999999971e-01,-2.563309999999999889e+01,-2.814570000000000149e+01,-4.932900000000000063e+00,-3.392999999999999905e-01,-7.872000000000000108e-01,2.149999999999999828e-02
-4.803777000000000044e+02,-1.583150000000000013e+01,-1.581170000000000009e+01,-1.734890000000000043e+01,1.795260000000000034e+01,6.885999999999999899e-01,-3.841999999999999860e-01,-2.023999999999999966e-01,-1.424999999999999878e-01,-1.257788000000000039e+02,-1.290067999999999984e+02,-5.107199999999999740e+00,7.205000000000000293e-01,-1.394099999999999895e+00,6.883000000000000229e-01
-8.179915999999999485e+02,-1.384750000000000014e+01,-1.552500000000000036e+01,-1.070100000000000051e+01,6.339609999999999701e+01,3.323999999999999733e-01,-3.969999999999999918e-02,4.867499999999999716e+00,-4.610000000000000209e-02,-1.045002999999999957e+02,-1.274330999999999960e+02,-5.177800000000000402e+00,-3.254300000000000193e+00,1.020000000000000073e-02,-2.857000000000000095e-01
-1.093268000000000058e+02,-1.730300000000000082e+01,-1.791880000000000095e+01,-1.925000000000000044e-01,-1.517099999999999893e+00,-1.346799999999999997e+00,3.296000000000000041e-01,-1.779000000000000026e-01,6.532000000000000028e-01,-1.716649999999999920e+01,-1.908630000000000138e+01,-5.981499999999999595e+00,-1.862999999999999934e-01,1.499999999999999944e-02,4.843000000000000083e-01
-8.881059999999999945e+02,-1.459709999999999930e+01,-1.554870000000000019e+01,6.997379999999999711e+01,-2.061210000000000164e+01,4.287200000000000344e+00,-1.844999999999999973e-01,4.648999999999999799e-01,4.070000000000000007e-02,-1.043828000000000031e+02,-1.338081999999999994e+02,-5.383200000000000429e+00,-2.650100000000000122e+00,-1.237400000000000055e+00,1.260799999999999921e+00
-4.906669999999999732e+02,-1.501609999999999978e+01,-1.604960000000000164e+01,-3.121059999999999945e+01,-1.187051000000000016e+02,2.414400000000000102e+00,-4.208000000000000074e-01,-4.696200000000000152e+00,2.239999999999999977e-02,-1.316350999999999942e+02,-1.392025999999999897e+02,-5.241500000000000270e+00,1.267099999999999893e+00,-2.626700000000000035e+00,-2.518000000000000238e-01
-4.820120000000000005e+02,-1.431869999999999976e+01,-1.517719999999999914e+01,2.972100000000000186e+00,-3.488600000000000279e+01,6.026399999999999757e+00,-1.655999999999999972e-01,-4.671999999999999709e+00,3.718000000000000194e-01,-9.327249999999999375e+01,-1.026975999999999942e+02,-5.327700000000000102e+00,1.193999999999999950e+00,-1.249000000000000110e+00,-6.354999999999999538e-01
