1.180900000000000061e+00,1.596700000000000008e+00,2.524799999999999933e+00
6.116000000000000325e-01,9.886000000000000343e-01,1.274399999999999977e+00
4.776000000000000245e-01,-4.964999999999999969e-01,-1.010000000000000064e-01
-3.141700000000000159e+00,6.857999999999999652e-01,1.061800000000000077e+00
8.004999999999999893e-01,3.041500000000000092e+00,1.203600000000000003e+00
2.478899999999999881e+00,2.062399999999999789e+00,7.639999999999999569e-02
-1.536100000000000021e+00,1.622000000000000108e-01,1.949699999999999989e+00
1.640500000000000069e+00,1.668299999999999894e+00,9.855000000000000426e-01
1.450499999999999901e+00,1.638400000000000079e+00,6.388000000000000345e-01
1.640600000000000058e+00,2.646999999999999909e-01,1.474900000000000100e+00
1.986999999999999877e-01,9.665000000000000258e-01,-2.025000000000000133e-01
3.683000000000000163e-01,8.939999999999999336e-02,1.532000000000000028e+00
1.314500000000000002e+00,1.432199999999999918e+00,2.004100000000000215e+00
5.173999999999999710e-01,3.482200000000000184e+00,6.842000000000000304e-01
-4.479999999999999954e-02,7.989000000000000545e-01,3.030999999999999805e-01
-1.689100000000000046e+00,4.761000000000000232e-01,1.322400000000000020e+00
8.933999999999999719e-01,1.751600000000000046e+00,9.149999999999999800e-02
1.491400000000000059e+00,1.609199999999999964e+00,-4.660000000000000253e-01
1.391299999999999981e+00,8.499999999999999778e-01,1.442600000000000104e+00
-5.437999999999999501e-01,2.740499999999999936e+00,7.570000000000000062e-01
3.512000000000000122e-01,1.877699999999999925e+00,2.192800000000000082e+00
-9.969999999999999696e-02,3.591600000000000126e+00,1.895999999999999908e-01
1.129999999999999928e-02,3.138900000000000023e+00,1.652800000000000047e+00
-7.735999999999999543e-01,-6.028000000000000025e-01,1.124400000000000066e+00
1.582200000000000051e+00,1.366999999999999882e-01,2.615499999999999936e+00
2.103099999999999969e+00,2.139600000000000168e+00,1.836600000000000010e+00
2.460999999999999854e+00,1.727800000000000002e+00,2.109999999999999876e+00
1.853699999999999903e+00,9.166999999999999593e-01,4.747999999999999998e-01
2.182900000000000063e+00,2.203599999999999781e+00,2.009999999999999981e-02
4.899000000000000021e-01,2.538800000000000168e+00,2.478099999999999969e+00
-1.270499999999999963e+00,-9.569999999999999341e-02,1.317499999999999893e+00
2.457899999999999974e+00,2.683800000000000185e+00,1.010000000000000064e-01
-3.405699999999999950e+00,1.686299999999999910e+00,6.765999999999999792e-01
-1.061199999999999921e+00,1.248299999999999965e+00,-1.312200000000000033e+00
3.558399999999999785e+00,7.812000000000000055e-01,9.889000000000000012e-01
-8.302000000000000490e-01,2.691999999999999948e-01,3.489700000000000024e+00
-2.904999999999999805e-01,-3.579999999999999849e-01,9.953999999999999515e-01
3.830400000000000027e+00,1.348000000000000087e+00,1.410500000000000087e+00
-3.140800000000000036e+00,7.210999999999999632e-01,6.774000000000000021e-01
-9.456999999999999851e-01,1.419699999999999962e+00,1.832000000000000073e+00
-2.015800000000000036e+00,6.143999999999999462e-01,3.371999999999999997e-01
1.597999999999999976e-01,1.091699999999999893e+00,6.049999999999999822e-02
1.039400000000000102e+00,1.508699999999999930e+00,2.980199999999999960e+00
2.921899999999999942e+00,1.784000000000000030e+00,7.599000000000000199e-01
-1.418900000000000050e+00,-1.642500000000000071e+00,-2.220600000000000129e+00
3.799999999999999822e+00,1.020399999999999974e+00,-1.909999999999999892e-02
-9.650000000000000244e-02,1.413899999999999935e+00,3.173900000000000166e+00
-2.102799999999999780e+00,3.574999999999999845e-01,3.800999999999999934e-01
-1.264100000000000001e+00,2.632499999999999840e+00,1.743500000000000050e+00
-1.454700000000000104e+00,-1.490000000000000005e-02,1.688199999999999923e+00
